Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Mystic Mile","Main Wall > Sleeping Beauty > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761247/mystic-mile,2.6,-1,Sport,5.10c,2,190,39.99654,-105.41685
Lightspeed,"Main Wall > Sleeping Beauty > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105762153/lightspeed,2.3,-1,Sport,5.10d,1,60,39.99654,-105.41685
"Wings of Desire","Main Wall > Sleeping Beauty > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105762156/wings-of-desire,2.4,-1,Sport,5.11b,1,160,39.99654,-105.41685
"Mind Bender","Main Wall > Sleeping Beauty > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105762798/mind-bender,2.7,-1,Sport,5.11c/d,1,80,39.99654,-105.41685
MLK,"Main Wall > Sleeping Beauty > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105760902/mlk,2.7,-1,"Trad, Sport",5.12a,1,105,39.99654,-105.41685
"Aerial Boundaries","Main Wall > Sleeping Beauty > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761037/aerial-boundaries,2.4,-1,"Sport, Aid","5.12a/b A0",1,120,39.99654,-105.41685
"The Wizard of Moss","Lost Highway Area > Sleeping Beauty > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/113348035/the-wizard-of-moss,1.5,-1,Sport,5.10-,1,120,39.9969,-105.41707
"Lost Highway","Lost Highway Area > Sleeping Beauty > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105762813/lost-highway,2.4,-1,Sport,5.10c,3,200,39.9969,-105.41707
"Cheech and Choss","Lost Highway Area > Sleeping Beauty > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/113348137/cheech-and-choss,3.0,-1,Sport,5.10+,1,,39.9969,-105.41707
Sleepwalkin',"Lost Highway Area > Sleeping Beauty > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/113377991/sleepwalkin,2.5,-1,Sport,5.11-,1,,39.9969,-105.41707
Orgasmatron,"Lost Highway Area > Sleeping Beauty > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105847492/orgasmatron,3.0,-1,Sport,5.11b,1,90,39.9969,-105.41707
"Avalon World AKA Chong's Biway","Lost Highway Area > Sleeping Beauty > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/113348098/avalon-world-aka-chongs-biway,2.0,-1,Sport,5.11,1,,39.9969,-105.41707
"Cross Your Mind","Lost Highway Area > Sleeping Beauty > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/112154263/cross-your-mind,2.7,-1,Sport,5.12a/b,1,60,39.9969,-105.41707
"Sweeping Beauty","Lost Highway Area > Sleeping Beauty > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/113348019/sweeping-beauty,4.0,-1,Sport,5.12a/b,1,90,39.9969,-105.41707
Ziggurat,"Tower of Babel > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105760917/ziggurat,1.3,-1,Sport,5.11a,1,90,40.0036,-105.4074
Unknown,"Tower of Babel > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/108142317/unknown,2.0,-1,Sport,5.11b/c,1,,40.0036,-105.4074
"Babylon is Burning","Tower of Babel > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/108142287/babylon-is-burning,2.0,-1,"Trad, Sport",5.12a,1,,40.0036,-105.4074
"Magic Wand","Wizard Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761073/magic-wand,2.1,-1,Sport,5.7+,1,80,39.9991,-105.4111
"Way of the Wizard","Wizard Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761373/way-of-the-wizard,1.4,-1,Sport,5.8,1,70,39.9991,-105.4111
"Christal Ball","Wizard Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761070/christal-ball,1.6,-1,Sport,5.9-,1,70,39.9991,-105.4111
"Snow Crash","Wizard Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761076/snow-crash,1.9,-1,Sport,5.10b,1,80,39.9991,-105.4111
"Don't Get Me Started","Solaris > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761163/dont-get-me-started,1.6,-1,Sport,5.6,1,70,40.0001,-105.4125
"Start Me Up","Solaris > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761160/start-me-up,1.7,-1,Sport,5.7,1,70,40.0001,-105.4125
"Right Line","Solaris > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761142/right-line,1.5,-1,Sport,5.8,1,50,40.0001,-105.4125
"Left Line","Solaris > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761145/left-line,1.7,-1,Sport,5.8,1,60,40.0001,-105.4125
"Just End It","Solaris > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/120661686/just-end-it,1.7,-1,Sport,5.8,1,70,40.0001,-105.4125
"The Luminosity","Solaris > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761157/the-luminosity,3.0,-1,Sport,5.9,1,85,40.0001,-105.4125
Contact,"Solaris > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761214/contact,2.2,-1,Sport,5.9,2,130,40.0001,-105.4125
"Mission To Mars","Solaris > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761148/mission-to-mars,1.6,-1,"Trad, Sport",5.10a,1,40,40.0001,-105.4125
"Twilight Zone","Solaris > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105762546/twilight-zone,2.6,-1,Sport,5.10a/b,1,50,40.0001,-105.4125
"Tower of Power","Solaris > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761154/tower-of-power,2.6,-1,Sport,5.10b,1,80,40.0001,-105.4125
"Fawkes and the Pilot","Solaris > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/121599865/fawkes-and-the-pilot,2.0,-1,Sport,5.10b/c,1,65,40.0001,-105.4125
"Cosmic Explorer","Solaris > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761079/cosmic-explorer,2.3,-1,Sport,5.11c,1,50,40.0001,-105.4125
Pesky,"Frisky Cliff > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/112569243/pesky,1.3,-1,Sport,5.8,1,90,39.97727,-105.45706
"Code Red","Frisky Cliff > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/117280991/code-red,2.5,-1,Sport,5.12b,1,60,39.97727,-105.45706
"Sin Gaz","Frisky Cliff > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/108244424/sin-gaz,2.4,-1,Sport,5.12c/d,1,60,39.97727,-105.45706
Sinopia,"Frisky Cliff > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761358/sinopia,2.9,-1,Sport,5.13a,1,60,39.97727,-105.45706
"Van Damage","Frisky Cliff > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/107345416/van-damage,2.9,-1,Sport,5.13a/b,1,45,39.97727,-105.45706
"The Orb","Frisky Cliff > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761355/the-orb,2.8,-1,Sport,5.13b,1,40,39.97727,-105.45706
"Double Impact","Frisky Cliff > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/111001178/double-impact,2.8,-1,Sport,5.13b,1,45,39.97727,-105.45706
"Rumors of Glory","Frisky Cliff > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106019273/rumors-of-glory,2.5,-1,Sport,5.13b,1,30,39.97727,-105.45706
"The McDavid Bro Sesh (aka Bro Sesh)","Frisky Cliff > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/114780228/the-mcdavid-bro-sesh-aka-bro-sesh,2.7,-1,Sport,5.13c,1,45,39.97727,-105.45706
"Con Gaz","Frisky Cliff > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/112121427/con-gaz,2.3,-1,Sport,5.13c,1,40,39.97727,-105.45706
"The Borg","Frisky Cliff > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105763020/the-borg,2.0,-1,Sport,5.13c,1,70,39.97727,-105.45706
"Romancing the Stone","Witches' Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764586/romancing-the-stone,2.2,-1,"Trad, Sport",5.9,1,80,40.0022,-105.395
Tese,"Witches' Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764685/tese,3.0,-1,Sport,5.10-,1,100,40.0022,-105.395
"No Direction Home","Witches' Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764709/no-direction-home,2.6,-1,Sport,5.11a/b,1,95,40.0022,-105.395
"War is Love","Witches' Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764715/war-is-love,1.9,-1,Sport,5.11,1,70,40.0022,-105.395
"Panic Attack (AKA BOB...Bombs Over Baghdad))","Witches' Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106197491/panic-attack-aka-bobbombs-over-baghdad,2.3,-1,Sport,5.12a,1,80,40.0022,-105.395
"Tipskin Jihad","Witches' Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106187188/tipskin-jihad,1.8,-1,Sport,5.12b,1,45,40.0022,-105.395
"Teenage Terrorists","Witches' Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105856439/teenage-terrorists,1.8,-1,Sport,5.12b,1,50,40.0022,-105.395
Griffon,"Trout Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764562/griffon,1.7,-1,Sport,5.10a,1,35,39.9969,-105.4161
Greenback,"Trout Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764571/greenback,1.5,-1,Sport,5.10b,1,45,39.9969,-105.4161
Cutthroat,"Trout Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764568/cutthroat,1.4,-1,"Trad, Sport",5.10c,1,45,39.9969,-105.4161
"No Man is an Island","Island Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764673/no-man-is-an-island,1.8,-1,Sport,5.11a,1,70,40.003,-105.3601
"Miss Mantle","Island Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105847508/miss-mantle,2.5,-1,Sport,5.11,1,50,40.003,-105.3601
"Myth of Freedom","Myth Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764826/myth-of-freedom,1.9,-1,Sport,5.10b,1,70,39.9989,-105.4133
Mjolnir,"Myth Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764682/mjolnir,2.9,-1,Sport,5.10c,1,,39.9989,-105.4133
Excalibur,"Myth Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764781/excalibur,2.3,-1,Sport,5.11b,2,80,39.9989,-105.4133
Thor,"Myth Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764880/thor,1.3,-1,Sport,5.11+,1,40,39.9989,-105.4133
Transylvania,"The Overlook > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105827022/transylvania,-1.0,-1,"Trad, Sport",5.11,1,70,39.9796,-105.4539
"Louisville Slugger","The Overlook > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105816585/louisville-slugger,2.8,-1,Sport,5.11b/c,1,60,39.9796,-105.4539
"Philadelphia Flyer","The Overlook > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764889/philadelphia-flyer,2.3,-1,"Trad, Sport",5.11b/c,1,60,39.9796,-105.4539
"The Probe","The Overlook > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105842048/the-probe,1.3,-1,Sport,5.11b/c,1,50,39.9796,-105.4539
"Obscurity Risk","The Overlook > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106803069/obscurity-risk,2.9,-1,Sport,5.12a,1,55,39.9796,-105.4539
"Brenda from Kansas","The Overlook > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/107206087/brenda-from-kansas,3.0,-1,"Trad, Sport",5.13b,1,50,39.9796,-105.4539
"Super Ali Brenda","The Overlook > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/117321006/super-ali-brenda,2.0,-1,Sport,5.13c,1,45,39.9796,-105.4539
"Malia from B-town","The Overlook > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/121341352/malia-from-b-town,2.0,-1,Sport,5.13c,1,50,39.9796,-105.4539
"Face Off","Sport Land > Tonnere Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105975926/face-off,1.4,-1,Sport,5.7,1,95,40.0038,-105.4058
"Total Eclipse","Sport Land > Tonnere Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105968232/total-eclipse,2.4,-1,Sport,5.10a,2,155,40.0038,-105.4058
"Stayin' Alive","Sport Land > Tonnere Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105975956/stayin-alive,2.9,-1,Sport,5.10a,2,185,40.0038,-105.4058
"Up and Left - Lone Unknown Route","Sport Land > Tonnere Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/109283011/up-and-left-lone-unknown-route,2.0,-1,Sport,5.10-,1,65,40.0038,-105.4058
"Toe The Line","Sport Land > Tonnere Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105957789/toe-the-line,2.5,-1,Sport,5.10b,2,180,40.0038,-105.4058
"Tag Team","Sport Land > Tonnere Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105983024/tag-team,2.5,-1,Sport,5.10+,2,115,40.0038,-105.4058
Sidekick,"Sport Land > Tonnere Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105975428/sidekick,3.0,-1,Sport,5.10d,2,150,40.0038,-105.4058
"Generous Donation","Sport Land > Tonnere Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105960629/generous-donation,2.3,-1,Sport,5.11a,1,80,40.0038,-105.4058
"Hard Times","Sport Land > Tonnere Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105993694/hard-times,2.0,-1,Sport,5.11c,1,90,40.0038,-105.4058
"6H4D (6 Horses 4 Daisy)","Sport Land > Tonnere Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/119716794/6h4d-6-horses-4-daisy,2.0,-1,Sport,5.13a,1,65,40.0038,-105.4058
"Goodbye Horses","Sport Land > Tonnere Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/119716979/goodbye-horses,3.0,-1,Sport,5.13c,1,65,40.0038,-105.4058
"Tree Line","Treasure Wall > Tonnere Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105996811/tree-line,1.5,-1,Sport,5.8+,1,40,40.0041,-105.4061
"Buried Treasure","Treasure Wall > Tonnere Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105988542/buried-treasure,2.7,-1,Sport,5.9-,2,170,40.0041,-105.4061
"Twilight Time","Treasure Wall > Tonnere Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105994585/twilight-time,1.9,-1,Sport,5.9+,1,60,40.0041,-105.4061
"Fields of Gold","Treasure Wall > Tonnere Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106028197/fields-of-gold,2.7,-1,"Trad, Sport",5.10a,3,370,40.0041,-105.4061
"The Twilight Kid","Treasure Wall > Tonnere Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106022527/the-twilight-kid,2.6,-1,Sport,5.10c,1,90,40.0041,-105.4061
"Bobby's Back","Treasure Wall > Tonnere Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105996018/bobbys-back,1.5,-1,Sport,5.10d,1,50,40.0041,-105.4061
"Fine Fir","The Garden > Tonnere Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106029322/fine-fir,0.9,-1,"Trad, Sport",5.7,1,65,40.0043,-105.4063
"Border Crossing","The Garden > Tonnere Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106029367/border-crossing,1.7,-1,"Trad, Sport",5.8-,2,200,40.0043,-105.4063
"Just Do It","The Garden > Tonnere Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106029313/just-do-it,1.7,-1,"Trad, Sport",5.8,1,65,40.0043,-105.4063
Crackdown,"The Garden > Tonnere Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106029331/crackdown,1.6,-1,"Trad, Sport",5.9,1,65,40.0043,-105.4063
"Before The Deluge","The Garden > Tonnere Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106029327/before-the-deluge,1.3,-1,Sport,5.10a,1,65,40.0043,-105.4063
"The B Boys","The Garden > Tonnere Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106029688/the-b-boys,2.6,-1,"Trad, Sport",5.10+,3,200,40.0043,-105.4063
"Smooth Operator","The Garden > Tonnere Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106030074/smooth-operator,2.3,-1,"Trad, Sport",5.11+,3,200,40.0043,-105.4063
"Creekside Cruise","Creekside > Tonnere Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106038907/creekside-cruise,1.5,-1,"Trad, Sport",5.7,1,90,40.0043,-105.4065
"Curtain Call","Creekside > Tonnere Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106054717/curtain-call,2.0,-1,"Trad, Sport",5.8+,2,210,40.0043,-105.4065
"Spirit on the Water","Creekside > Tonnere Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106028524/spirit-on-the-water,2.3,-1,"Trad, Sport",5.9,2,155,40.0043,-105.4065
"Local Hero","Creekside > Tonnere Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106029592/local-hero,2.8,-1,"Trad, Sport",5.10a,2,210,40.0043,-105.4065
"Senior Discount","Retirement Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105794884/senior-discount,1.6,-1,Sport,5.8,1,60,39.985,-105.4413
"Second Career","Retirement Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105815014/second-career,1.1,-1,Sport,5.8,1,60,39.985,-105.4413
"Fixed Income","Retirement Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105803070/fixed-income,1.8,-1,Sport,5.11a,1,50,39.985,-105.4413
"COLA (Cost of Living Allowance).","Retirement Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106840350/cola-cost-of-living-allowance,1.7,-1,Sport,5.11-,1,35,39.985,-105.4413
"Early Bird Special","Retirement Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105794887/early-bird-special,2.0,-1,Sport,5.11-,1,50,39.985,-105.4413
"Let the Daylight In","Retirement Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105794890/let-the-daylight-in,2.5,-1,Sport,5.12,1,60,39.985,-105.4413
Depends,"Nursing Home > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105794569/depends,1.9,-1,"Trad, Sport",5.7,1,60,39.9859,-105.4418
"Grampa's Day Out","Nursing Home > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105862674/grampas-day-out,1.3,-1,Sport,5.9,1,60,39.9859,-105.4418
"Sponge Bath","Nursing Home > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105794563/sponge-bath,1.8,-1,"Trad, Sport",5.9+,1,60,39.9859,-105.4418
Sundowning,"Nursing Home > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105862679/sundowning,1.4,-1,Sport,5.9+,1,60,39.9859,-105.4418
"Devil in Disguise","Nursing Home > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105887353/devil-in-disguise,1.6,-1,Sport,5.9+,1,25,39.9859,-105.4418
"Failure To Thrive","Nursing Home > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106924734/failure-to-thrive,1.2,-1,Sport,5.9+,1,40,39.9859,-105.4418
"Hip Replacement","Nursing Home > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105795241/hip-replacement,1.3,-1,Sport,5.10+,1,50,39.9859,-105.4418
"Digital Stimulation","Nursing Home > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/107427809/digital-stimulation,2.0,-1,"Trad, Sport",5.11a,1,50,39.9859,-105.4418
"Angel of Mercy","Nursing Home > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105794555/angel-of-mercy,2.4,-1,Sport,5.11a,1,40,39.9859,-105.4418
Aricept,"Nursing Home > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105800492/aricept,1.3,-1,Sport,5.11-,1,50,39.9859,-105.4418
"Red Bull","Higher Energy Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105809883/red-bull,1.7,-1,"Trad, Sport",5.11-,1,55,39.9911,-105.4168
"Blood Whine","Higher Energy Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105811495/blood-whine,1.7,-1,Sport,5.11,1,60,39.9911,-105.4168
"Full Throttle","Higher Energy Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105812159/full-throttle,2.3,-1,Sport,5.11+,1,40,39.9911,-105.4168
"Practical Joke","West Buttress aka Comedy Wall > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105763461/practical-joke,1.6,-1,"Trad, Sport",5.8,1,70,40.0031,-105.3893
"Comedy Works","West Buttress aka Comedy Wall > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/108305126/comedy-works,1.9,-1,Sport,5.11a,1,60,40.0031,-105.3893
"The Far Side","West Buttress aka Comedy Wall > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761748/the-far-side,1.2,-1,Sport,5.11d,1,,40.0031,-105.3893
"True Comedian","West Buttress aka Comedy Wall > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761751/true-comedian,1.8,-1,Sport,5.12b,1,,40.0031,-105.3893
"Bust Out laughing","West Buttress aka Comedy Wall > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/121477096/bust-out-laughing,1.0,-1,Sport,5.12c,1,,40.0031,-105.3893
"Tears of a Clown","West Buttress aka Comedy Wall > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/114011333/tears-of-a-clown,3.0,-1,Sport,5.12d,1,45,40.0031,-105.3893
Slapstick,"West Buttress aka Comedy Wall > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/121477110/slapstick,2.5,-1,Sport,5.12d,1,,40.0031,-105.3893
Skyrunner,"West Buttress aka Comedy Wall > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/121929704/skyrunner,2.0,-1,Sport,5.13b,1,20,40.0031,-105.3893
"Eye Of The Storm","Dike Wall > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105758638/eye-of-the-storm,2.0,-1,"Trad, Sport","5.10c R",2,,40.0024,-105.3878
"Wild Cat","Dike Wall > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761766/wild-cat,2.0,-1,Sport,5.10d,1,70,40.0024,-105.3878
DivineBearcatKnee,"Dike Wall > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106861718/divinebearcatknee,3.3,-1,"Trad, Sport",5.11d,3,250,40.0024,-105.3878
"Bearcat Goes to Hollywood","Dike Wall > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105758332/bearcat-goes-to-hollywood,3.6,-1,Sport,5.12a,2,100,40.0024,-105.3878
"The Radlands of Infinity","Central Chimney Area > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105758071/the-radlands-of-infinity,3.6,-1,Sport,5.12d,2,,40.0024,-105.3878
Shimmer,"Main Wall > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105748301/shimmer,1.7,-1,Sport,5.9,1,,40.00283,-105.38896
Simmer,"Main Wall > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105748304/simmer,1.6,-1,Sport,5.9,1,,40.00283,-105.38896
"P1 of Astrophysics (aka Bolt Cola)","Main Wall > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105748310/p1-of-astrophysics-aka-bolt-cola,2.1,-1,Sport,5.10a,1,,40.00283,-105.38896
"Get Shorty","Main Wall > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105758922/get-shorty,1.7,-1,"Trad, Sport",5.10b,1,100,40.00283,-105.38896
"Cold Fusion","Main Wall > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105758641/cold-fusion,1.9,-1,"Trad, Sport",5.10c,1,40,40.00283,-105.38896
Charisma,"Main Wall > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105765015/charisma,1.9,-1,Sport,5.11a,1,70,40.00283,-105.38896
"Orange Crush","Right Gully > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105763278/orange-crush,2.5,-1,Sport,5.11c,1,80,40.00278,-105.38856
Respite,"Right Gully > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105758323/respite,2.2,-1,Sport,5.11d,1,50,40.00278,-105.38856
"Jolt Cola","Right Gully > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105750694/jolt-cola,3.5,-1,Sport,5.12a,1,,40.00278,-105.38856
Hypertension,"Right Gully > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761205/hypertension,2.4,-1,Sport,5.12a,1,70,40.00278,-105.38856
"Ginseng Rush","Right Gully > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105758047/ginseng-rush,2.9,-1,Sport,5.12a/b,1,60,40.00278,-105.38856
"Vaso-power linkup","Right Gully > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/107551335/vaso-power-linkup,4.0,-1,"Trad, Sport",5.12+,1,110,40.00278,-105.38856
Vasodilator,"Right Gully > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105750214/vasodilator,3.9,-1,Sport,5.13a,1,,40.00278,-105.38856
